appId,content,stars,at,thumbsUpCount
fittrack,Background tracking eats power even when I am not exercising.,2,2025-01-11,0
nimbus,Tags are useless because search ignores them completely. But refund request has gone unanswered for two weeks.,2,2025-12-04,6
payflow,No phone number anywhere for an issue involving actual money. Also uploaded my documents four times and each time it asks again.,2,2025-04-17,26
payflow,"Charged a fee for a transfer that then failed, and the fee was not refunded.",3,2025-09-04,0
payflow,The chat bot loops back to the same articles and there is no human option. This has been going on for months now.,2,2026-06-20,0
payflow,"When it works the transfer arrives within minutes, which is impressive.",5,2025-08-29,17
fittrack,There is no way to get my own data out in a usable format. On top of that workouts on my watch never make it into the phone app. This has been going on for months now.,2,2025-10-18,4
payflow,The exchange rate at confirmation is worse than the one advertised.,2,2026-04-21,0
nimbus,The sync spinner runs forever and then just stops without an error. But the upgrade screen does not say what the free tier actually loses.,1,2025-04-15,3
nimbus,I was charged for a yearly plan straight after the trial with no reminder. On top of that sync silently fails and i only notice when a note is missing at work.,2,2025-07-29,32
nimbus,Finding an old note takes longer than rewriting it. Genuinely considering switching.,2,2025-12-01,0
nimbus,"Searching only matches titles, never the body, so I scroll manually instead.",2,2026-06-26,0
fittrack,"Great app for keeping a streak going, the reminders work well.",5,2026-01-14,0
nimbus,Search does not find text that I can see with my own eyes in a note.,1,2026-01-08,0
nimbus,Clean interface and it stays out of the way when I am writing.,5,2025-06-12,0
payflow,Fees are not shown until after the transfer is authorised. Also uploaded my documents four times and each time it asks again. Happens on both my devices.,2,2025-09-20,42
payflow,I use my bank's own app now because at least the transfers complete. Very frustrating.,1,2025-07-05,15
payflow,Transfer failed but the money left my account and has not come back.,1,2026-03-22,1
payflow,No phone number anywhere for an issue involving actual money. Genuinely considering switching.,3,2025-06-20,0
fittrack,I keep a power bank in my pocket now just to finish a long ride.,2,2025-08-22,0
payflow,Uploaded my documents four times and each time it asks again. On top of that i compare against another provider before every transfer now.,1,2025-04-06,3
payflow,"Charged a fee for a transfer that then failed, and the fee was not refunded. Also account locked for a security check with no way to speak to anyone. Rating will go up when it is fixed.",1,2025-09-29,1
fittrack,"Workouts on my watch never make it into the phone app. And then distance is wrong every single time, so i now carry a separate watch.",2,2025-03-03,0
payflow,Fees are not shown until after the transfer is authorised.,2,2026-05-25,3
payflow,I compare against another provider before every transfer now. Very frustrating.,2,2026-01-30,0
fittrack,"Great app for keeping a streak going, the reminders work well.",5,2026-03-26,23
nimbus,Tags are useless because search ignores them completely. But sync silently fails and i only notice when a note is missing at work.,2,2026-05-16,5
payflow,Uploaded my documents four times and each time it asks again.,1,2025-07-24,0
nimbus,I know the word is in there but search returns nothing.,2,2026-06-28,0
fittrack,"Great app for keeping a streak going, the reminders work well.",5,2025-01-22,0
fittrack,GPS drifts badly so a five kilometre run is logged as seven. And then background tracking eats power even when i am not exercising. Very frustrating.,1,2026-01-25,0
nimbus,Clean interface and it stays out of the way when I am writing. Please fix this.,5,2025-08-19,0
fittrack,Interface is clear and logging a session takes seconds.,5,2025-06-01,0
payflow,Much cheaper than my bank for international payments. Genuinely considering switching.,4,2026-03-25,1
nimbus,My notes stopped syncing between my laptop and my phone three days ago. This has been going on for months now.,1,2025-11-06,0
fittrack,Interface is clear and logging a session takes seconds.,4,2025-01-30,0
fittrack,Workouts on my watch never make it into the phone app.,3,2025-02-22,0
fittrack,There is no way to get my own data out in a usable format.,3,2025-12-25,12
payflow,Fees are not shown until after the transfer is authorised.,2,2025-01-11,2
nimbus,I have taken to copying important notes into a plain text file as a backup.,1,2025-12-18,0
nimbus,The app closed itself and my unsaved draft was simply gone. Please fix this.,1,2026-05-06,0
nimbus,"Edits I make on the desktop never show up on mobile, so I email myself the text instead. But i now write everything in another app first and paste it in, which defeats the point.",1,2026-05-21,0
nimbus,I was charged for a yearly plan straight after the trial with no reminder. Rating will go up when it is fixed.,3,2026-04-24,1
fittrack,Phone gets hot and the battery is dead before I get home. Happens on both my devices.,2,2025-03-27,0
fittrack,Years of training history locked in with no export button anywhere. Nobody seems to be looking at it.,2,2025-05-05,4
nimbus,"Best note app I have used, genuinely fast to open.",5,2026-03-24,13
fittrack,Heart rate data is missing from half of my recorded sessions.,2,2025-09-29,0
fittrack,Export produces a file that no other fitness app will read. And then tracking a one hour walk drains forty percent of my battery. Otherwise a decent app.,2,2025-09-20,0
payflow,Stuck in an endless identity verification loop that never completes. Also fees are not shown until after the transfer is authorised.,1,2025-06-25,73
payflow,Much cheaper than my bank for international payments. Nobody seems to be looking at it.,5,2026-05-27,0
fittrack,Phone gets hot and the battery is dead before I get home.,1,2025-10-30,8
payflow,Stuck in an endless identity verification loop that never completes. And then fees are not shown until after the transfer is authorised.,1,2026-02-06,1
fittrack,Background tracking eats power even when I am not exercising. Genuinely considering switching.,1,2025-12-25,14
payflow,Clean app and the recipient management is well done.,5,2025-12-28,0
nimbus,"Had to log out and back in again to force a sync, which lost my drafts. Happens on both my devices.",1,2026-06-12,19
payflow,The exchange rate at confirmation is worse than the one advertised. Nobody seems to be looking at it.,1,2025-05-01,0
nimbus,Recovered nothing after the update wiped my most recent entries. Otherwise a decent app.,1,2026-06-30,5
nimbus,Love the markdown support and the keyboard shortcuts. Happens on both my devices.,4,2025-02-28,1
payflow,I gave up and opened an account with a competitor instead.,1,2025-08-08,0
nimbus,The upgrade screen does not say what the free tier actually loses. But the app closed itself and my unsaved draft was simply gone. Very frustrating.,2,2025-12-26,0
payflow,"Charged a fee for a transfer that then failed, and the fee was not refunded. Otherwise a decent app.",2,2025-10-18,8
fittrack,Tracking a one hour walk drains forty percent of my battery.,1,2026-03-13,6
payflow,"When it works the transfer arrives within minutes, which is impressive.",5,2026-04-02,1
nimbus,"Refund request has gone unanswered for two weeks. And then searching only matches titles, never the body, so i scroll manually instead.",1,2025-11-26,1
nimbus,My notes stopped syncing between my laptop and my phone three days ago. Very frustrating.,1,2025-06-30,0
payflow,Setting up a new recipient is quick and painless.,5,2025-11-18,3
payflow,The exchange rate at confirmation is worse than the one advertised.,3,2026-02-17,3
payflow,Account locked for a security check with no way to speak to anyone. And then transfer failed but the money left my account and has not come back. Nobody seems to be looking at it.,2,2026-06-29,5
payflow,I use my bank's own app now because at least the transfers complete. Happens on both my devices.,1,2025-02-22,5
fittrack,Interface is clear and logging a session takes seconds.,5,2025-02-21,0
fittrack,The route map shows me running through buildings and across a river. Happens on both my devices.,2,2025-11-28,63
